,ad_num,company,model,price,engine,year,hand,km,eng_kind,test,current_owner,prev_owner,color,gearbox,trader,area,sub_area,price_list,price0705,enc_company,enc_model,price1605,sold,car_kind
2779,94428789.0,סקודה,סופרב (עד 2019),130000.0,1984.0,2017,1,73000,7,08/2023,0.0,0.0,2,0.0,0,75,אדם - גבע בנימין,135400.0,100000.0,3,27,-1.0,1,מנהלים
2781,74530041.0,סיאט,טולדו,17000.0,1598.0,2015,3,415000,6,01/2024,0.0,5.0,2,1.0,0,75,פצאל,26700.0,-1.0,15,239,-1.0,1,משפחתיים
2782,95224799.0,ניסאן,טידה,10000.0,1598.0,2010,3,200000,7,09/2023,0.0,0.0,3,0.0,0,75,כוכב יעקב,11500.0,6000.0,5,170,-1.0,1,משפחתיים
2783,93815226.0,סוזוקי,אלטו,11900.0,996.0,2012,2,166000,7,09/2023,0.0,0.0,19,1.0,0,75,גני מודיעין,14400.0,11900.0,12,82,11900.0,0,קטנים
2784,69690676.0,אופל,אסטרה,40000.0,1598.0,2017,1,143000,6,06/2023,1.0,0.0,0,0.0,0,75,מודיעין עילית,43900.0,44000.0,24,86,30000.0,0,משפחתיים
2785,44842771.0,טויוטה,קורולה,33000.0,1598.0,2011,2,250000,7,09/2023,0.0,0.0,2,0.0,0,75,מודיעין עילית,36300.0,30000.0,0,6,-1.0,1,משפחתיים
2786,86980845.0,יונדאי,i30,17500.0,1591.0,2011,2,283000,7,07/2023,0.0,2.0,4,0.0,0,75,אורנית,24400.0,16500.0,1,70,16500.0,0,משפחתיים
2787,93375984.0,טויוטה,RAV4 הייבריד,170000.0,2487.0,2021,2,58000,7,04/2024,0.0,1.0,0,0.0,0,75,מודיעין עילית,181100.0,197000.0,0,18,195000.0,0,ג'יפים
2788,54091993.0,טויוטה,קורולה,60000.0,1598.0,2014,2,159000,7,03/2024,0.0,0.0,7,0.0,0,75,אריאל,59500.0,-1.0,0,6,-1.0,1,משפחתיים
2789,61346055.0,יונדאי,טוסון,160000.0,1598.0,2022,1,24000,7,02/2024,0.0,0.0,0,0.0,0,75,אורנית,169200.0,183000.0,1,1,216000.0,0,ג'יפים
2790,85741349.0,קיה,פיקנטו,39700.0,1248.0,2014,2,152300,7,09/2023,0.0,0.0,3,0.0,0,75,חשמונאים,37100.0,38000.0,2,5,39500.0,0,קטנים
2791,72186183.0,סקודה,קודיאק,158000.0,1968.0,2019,2,96000,6,04/2024,0.0,0.0,11,0.0,0,75,מודיעין עילית,166800.0,157000.0,3,4,192000.0,0,מיניוואנים
2792,94756846.0,ג'יפ / Jeep,רנגייד,98000.0,1368.0,2017,2,90000,7,12/2023,0.0,0.0,2,0.0,0,75,אפרת,91500.0,96000.0,16,351,95000.0,0,ג'יפים
2794,98687235.0,פורד,פוקוס,14999.0,1596.0,2010,3,152000,7,01/2024,0.0,0.0,3,0.0,0,75,ביתר עילית,10100.0,5300.0,11,22,13000.0,0,ספורט
2795,56376484.0,שברולט,ספארק,14500.0,1206.0,2013,2,158000,7,11/2023,0.0,0.0,18,1.0,0,75,מודיעין עילית,14900.0,-1.0,8,19,-1.0,1,קטנים
2796,64522735.0,ניסאן,קשקאי,22500.0,1997.0,2010,5,229000,7,11/2023,0.0,0.0,1,0.0,0,75,שערי תקווה,33200.0,39000.0,5,3,22500.0,0,משפחתיים
2797,88572674.0,פורד,פוקוס,10000.0,1596.0,2009,6,136000,7,02/2024,0.0,2.0,4,0.0,0,75,ביתר עילית,9700.0,16500.0,11,22,10000.0,0,ספורט
2798,74009069.0,יונדאי,H1,23000.0,2476.0,2007,5,418000,6,01/2024,0.0,0.0,0,1.0,0,75,כוכב יעקב,33500.0,21000.0,1,222,21000.0,0,מסחריים
2799,62241509.0,קיה,סיד / CEED,29000.0,1598.0,2019,2,175000,6,01/2024,0.0,3.0,0,0.0,0,75,מודיעין עילית,110900.0,29000.0,2,116,-1.0,1,משפחתיים
2800,98427862.0,מיצובישי,לנסר קלאסיק,7200.0,1584.0,2005,4,219000,7,12/2023,0.0,0.0,3,0.0,0,75,מודיעין עילית,8000.0,-1.0,4,127,-1.0,1,משפחתיים
2801,86065821.0,ניסאן,קשקאי,58000.0,1598.0,2015,4,190000,6,12/2023,0.0,0.0,0,0.0,0,75,גבעת זאב,65800.0,128500.0,5,3,-1.0,1,משפחתיים
2802,88339976.0,מיצובישי,לנסר קלאסיק,4700.0,1584.0,2009,4,331000,7,12/2023,0.0,0.0,3,0.0,0,75,עמנואל,9400.0,4400.0,4,127,3980.0,0,משפחתיים
2803,99040318.0,הונדה,אינסייט,26500.0,1339.0,2010,6,256000,7,12/2023,0.0,0.0,7,0.0,0,75,מודיעין עילית,25700.0,26500.0,17,380,26500.0,0,משפחתיים
2804,53069008.0,פורד,פוקוס,17000.0,1596.0,2012,3,174000,7,06/2023,0.0,1.0,4,0.0,0,75,ביתר עילית,15500.0,12800.0,11,22,12000.0,0,ספורט
2805,66555019.0,יונדאי,i10,37500.0,998.0,2015,2,109000,7,06/2023,0.0,0.0,4,0.0,0,75,אריאל,35500.0,31000.0,1,17,34000.0,0,קטנים
2806,93249618.0,הונדה,סיוויק האצ'בק החדשה,30000.0,1799.0,2012,4,158400,7,03/2024,0.0,0.0,0,0.0,0,75,אריאל,31600.0,-1.0,17,46,-1.0,1,משפחתיים
2807,43799509.0,ניסאן,אקס טרייל,110000.0,1598.0,2017,2,130000,6,01/2024,0.0,1.0,1,0.0,0,75,שערי תקווה,115600.0,130000.0,5,8,100000.0,0,מיניוואנים
2808,76793638.0,טויוטה,היילקס 4X4,34000.0,2400.0,1993,7,300000,6,08/2023,0.0,0.0,10,1.0,0,75,מעלה מכמש,-1.0,34000.0,0,119,34000.0,0,טנדרים
2809,48014454.0,סוזוקי,בלנו,71000.0,1242.0,2019,1,40000,7,06/2023,0.0,0.0,4,0.0,0,75,שערי תקווה,66000.0,71000.0,12,169,-1.0,1,משפחתיים
2810,48239706.0,טויוטה,קורולה,56900.0,1598.0,2013,3,97000,7,10/2023,0.0,0.0,7,0.0,0,75,גני מודיעין,54200.0,60000.0,0,6,56900.0,0,משפחתיים
2811,82714900.0,טויוטה,קורולה,35000.0,1598.0,2011,2,270000,7,09/2023,0.0,0.0,2,0.0,0,75,קרני שומרון,36300.0,35000.0,0,6,35000.0,0,משפחתיים
2812,54316046.0,טויוטה,פריוס פלוס הייבריד,92000.0,1798.0,2015,3,150000,7,10/2023,0.0,0.0,0,0.0,0,75,מודיעין עילית,86300.0,90000.0,0,275,-1.0,1,מיניוואנים
2813,41981252.0,סקודה,סופרב (עד 2019),108000.0,1798.0,2017,2,120000,7,06/2023,0.0,0.0,1,0.0,0,75,נעלה,104300.0,-1.0,3,27,-1.0,1,מנהלים
2814,71907349.0,רנו,קוליאוס,123000.0,1749.0,2020,1,78000,6,09/2023,0.0,0.0,0,0.0,0,75,אריאל,122100.0,110000.0,19,202,115000.0,0,ג'יפים
2815,73886894.0,פורד,פוקוס,5000.0,1596.0,2007,5,197000,7,07/2023,0.0,0.0,22,0.0,0,75,ביתר עילית,8300.0,-1.0,11,22,-1.0,1,ספורט
2816,65848520.0,קיה,ספורטז',70000.0,1591.0,2016,1,116000,7,08/2023,0.0,0.0,8,0.0,0,75,"ניל""י",70600.0,70000.0,2,2,72000.0,0,משפחתיים
2817,88591544.0,סקודה,קודיאק,170000.0,1984.0,2018,1,87000,7,06/2023,0.0,0.0,3,0.0,0,75,"בסמ""ה",178300.0,125000.0,3,4,143000.0,0,מיניוואנים
2818,88258061.0,ניסאן,סנטרה,70000.0,1798.0,2018,2,90000,7,03/2023,0.0,1.0,0,0.0,0,75,אריאל,66000.0,61900.0,5,145,54000.0,0,משפחתיים
2819,93691307.0,סקודה,אוקטביה,12000.0,1798.0,2010,4,210000,7,10/2023,0.0,0.0,3,0.0,0,75,עמנואל,-1.0,-1.0,3,10,-1.0,1,משפחתיים
2820,61484266.0,שברולט,ספארק,45000.0,1399.0,2016,2,88150,7,09/2023,0.0,1.0,1,0.0,0,75,קרית ארבע,50600.0,-1.0,8,19,-1.0,1,קטנים
2821,51001289.0,קיה,ספורטז',66500.0,1998.0,2015,2,87000,7,12/2023,0.0,0.0,1,0.0,0,75,ביתר עילית,67900.0,-1.0,2,2,-1.0,1,משפחתיים
2822,76543409.0,יונדאי,i10,14999.0,1086.0,2011,2,202118,7,05/2023,0.0,0.0,4,1.0,0,75,אלפי מנשה,14700.0,20000.0,1,17,12000.0,0,קטנים
2823,75473997.0,טויוטה,אוונסיס,14000.0,1998.0,2002,2,224000,7,06/2023,0.0,0.0,3,0.0,0,75,ברקן,8000.0,14000.0,0,269,14000.0,0,מנהלים
2824,77616113.0,סקודה,אוקטביה,62000.0,1968.0,2016,3,184000,6,07/2023,0.0,0.0,0,0.0,0,75,מודיעין עילית,50400.0,-1.0,3,10,-1.0,1,משפחתיים
2825,47565445.0,קיה,פורטה,36000.0,1591.0,2015,3,168000,7,04/2024,0.0,1.0,3,0.0,0,75,ביתר עילית,-1.0,-1.0,2,292,-1.0,1,משפחתיים
2826,45370578.0,קיה,קארנס,12500.0,1998.0,2007,3,220000,7,09/2023,0.0,0.0,4,0.0,0,75,ביתר עילית,18400.0,-1.0,2,381,-1.0,1,מיניוואנים
2827,47712739.0,סקודה,אוקטביה,28000.0,1197.0,2013,2,163000,7,05/2023,0.0,0.0,2,0.0,0,75,נוקדים,45600.0,-1.0,3,10,-1.0,1,משפחתיים
2828,44022971.0,מיצובישי,אאוטלנדר,119000.0,1998.0,2017,1,98000,7,09/2023,0.0,0.0,0,0.0,0,75,יקיר,115400.0,-1.0,4,0,-1.0,1,ג'יפים
2829,87298377.0,טויוטה,לנד קרוזר ארוך,106000.0,2982.0,2008,2,392000,6,04/2024,0.0,3.0,3,0.0,0,75,ראש צורים,132100.0,144000.0,0,12,150000.0,0,ג'יפים
2830,61600513.0,פיג'ו,206 +,11000.0,1360.0,2011,3,140000,7,05/2023,0.0,0.0,1,1.0,0,75,ברכה,10900.0,10500.0,14,382,10500.0,0,קטנים
2831,97769072.0,אופל,אסטרה,13000.0,1364.0,2012,4,158000,7,05/2023,0.0,0.0,1,0.0,0,75,אורנית,19700.0,-1.0,24,86,-1.0,1,משפחתיים
2832,82830690.0,סקודה,פאביה,60000.0,1197.0,2015,3,82000,7,05/2023,0.0,0.0,0,0.0,0,75,גבעת זאב,53800.0,-1.0,3,60,-1.0,1,קטנים
2833,84658992.0,טויוטה,קורולה,30000.0,1598.0,2007,2,98000,7,09/2023,0.0,0.0,3,0.0,0,75,ביתר עילית,15000.0,19000.0,0,6,-1.0,1,משפחתיים
2834,75118798.0,יונדאי,i25,38000.0,1368.0,2016,3,153000,7,09/2023,0.0,2.0,0,0.0,0,75,אריאל,44600.0,47000.0,1,42,41500.0,0,משפחתיים
2835,57356108.0,יונדאי,i30,36000.0,1591.0,2016,2,200000,7,10/2023,0.0,1.0,0,0.0,0,75,גבעת זאב,40700.0,43900.0,1,70,48900.0,0,משפחתיים
2836,62026452.0,ניסאן,מיקרה,14900.0,1198.0,2012,2,175000,7,02/2024,0.0,0.0,10,1.0,0,75,אריאל,20900.0,14900.0,5,34,14900.0,0,ספורט
2837,73446395.0,יונדאי,קונה,99000.0,1591.0,2019,1,61000,7,09/2023,0.0,0.0,1,0.0,0,75,אריאל,96100.0,99000.0,1,98,106000.0,0,משפחתיים
2838,61954237.0,קיה,פיקנטו,19300.0,998.0,2012,2,138000,7,09/2023,0.0,0.0,0,1.0,0,75,מודיעין עילית,17700.0,-1.0,2,5,-1.0,1,קטנים
2839,61109009.0,הונדה,סיוויק סדאן החדשה,16000.0,1799.0,2009,3,240000,7,02/2024,0.0,0.0,2,0.0,0,75,גבעת זאב,21200.0,20000.0,17,41,16000.0,0,משפחתיים
2840,68127448.0,פורד,גלאקסי,9999.0,2261.0,2009,4,260000,7,02/2024,0.0,0.0,2,0.0,0,75,מודיעין עילית,13900.0,25000.0,11,186,9999.0,0,מיניוואנים
2841,72856507.0,קיה,פיקנטו,15000.0,998.0,2012,3,159000,7,12/2023,0.0,0.0,9,1.0,0,75,ביתר עילית,17700.0,36000.0,2,5,32000.0,0,קטנים
2842,61974033.0,רנו,קליאו דור 3 (2006-2014),10000.0,1149.0,2012,2,230000,7,11/2024,0.0,0.0,3,1.0,0,75,גבעת זאב,12600.0,9990.0,19,383,9990.0,0,ספורט
2843,74352082.0,קיה,ספורטז',75000.0,1998.0,2014,2,154008,7,11/2023,0.0,0.0,3,0.0,0,75,אריאל,70100.0,62000.0,2,2,55000.0,0,משפחתיים
2844,51935237.0,סוזוקי,ג'ימני,139000.0,1462.0,2019,1,60000,7,11/2023,0.0,9.0,0,0.0,0,75,אלפי מנשה,120900.0,129000.0,12,47,129000.0,0,ג'יפים
2845,57258533.0,קיה,פיקנטו,40000.0,1248.0,2017,2,96000,7,06/2023,0.0,1.0,0,0.0,0,75,קרית נטפים,43900.0,-1.0,2,5,-1.0,1,קטנים
2846,93818711.0,קיה,ספורטז',60000.0,1998.0,2012,3,115000,7,03/2024,0.0,0.0,1,0.0,0,75,ביתר עילית,55300.0,54000.0,2,2,52000.0,0,משפחתיים
2847,95663244.0,פיאט,טיפו,34000.0,1598.0,2017,3,120000,7,03/2023,0.0,2.0,2,0.0,0,75,אפרת,37000.0,36000.0,23,255,27000.0,0,משפחתיים
2848,43409340.0,מאזדה,5,64000.0,1999.0,2014,2,137000,7,07/2023,0.0,1.0,0,0.0,0,75,מודיעין עילית,43200.0,62500.0,6,39,62500.0,0,מיניוואנים
2849,47115015.0,טויוטה,לנד קרוזר ארוך,85000.0,2982.0,2005,2,448093,6,02/2024,0.0,0.0,17,0.0,0,75,רועי,85500.0,90000.0,0,12,85000.0,0,ג'יפים
2850,96702720.0,מאזדה,3,25200.0,1598.0,2012,3,204000,7,06/2023,0.0,0.0,2,0.0,0,75,מודיעין עילית,23100.0,25200.0,6,11,-1.0,1,משפחתיים
2851,45133031.0,ב.מ.וו,סדרה 5,85000.0,1997.0,2014,2,181000,7,09/2023,0.0,0.0,0,0.0,0,75,גבעת זאב,88200.0,85000.0,9,29,85000.0,0,יוקרה
2852,82741469.0,קיה,ספורטז',74000.0,1591.0,2016,1,98000,7,01/2024,0.0,0.0,1,0.0,0,75,אורנית,71900.0,72000.0,2,2,-1.0,1,משפחתיים
2853,59479576.0,מאזדה,3,10500.0,1598.0,2008,4,240000,7,07/2023,0.0,2.0,8,0.0,0,75,מבוא חורון,11900.0,19000.0,6,11,23000.0,0,משפחתיים
2854,61201717.0,מאזדה,3,8000.0,1598.0,2005,3,185000,7,07/2023,0.0,0.0,5,0.0,0,75,ביתר עילית,12000.0,-1.0,6,11,-1.0,1,משפחתיים
2855,95280049.0,רנו,פלואנס,23500.0,1461.0,2012,3,221000,6,07/2023,0.0,0.0,2,0.0,0,75,ביתר עילית,-1.0,15000.0,19,122,22000.0,0,משפחתיים
2856,88490627.0,מאזדה,MX-5,117000.0,1999.0,2008,6,215000,7,05/2023,0.0,0.0,0,1.0,0,75,אורנית,104400.0,117000.0,6,236,117000.0,0,ספורט
2857,69148472.0,טויוטה,לנד קרוזר ארוך,135000.0,2982.0,2007,3,368000,6,07/2023,0.0,0.0,1,0.0,0,75,אורנית,100000.0,125000.0,0,12,97000.0,0,ג'יפים
2858,93784291.0,מיצובישי,אאוטלנדר,76000.0,1998.0,2015,5,144000,7,05/2023,0.0,0.0,0,0.0,0,75,קרית ארבע,100000.0,90000.0,4,0,-1.0,1,ג'יפים
2859,55714836.0,וולוו,V40,52350.0,1596.0,2015,3,121500,7,09/2023,0.0,0.0,1,0.0,0,75,קרית ארבע,50400.0,108000.0,22,251,52350.0,0,מנהלים
2860,88083137.0,ניסאן,מיקרה,77000.0,999.0,2021,1,42000,7,01/2024,0.0,0.0,1,1.0,0,75,הר אדר,73700.0,-1.0,5,34,-1.0,1,ספורט
2861,59736077.0,קיה,פיקנטו,24000.0,998.0,2014,2,141500,7,03/2024,0.0,0.0,1,1.0,0,75,מודיעין עילית,22500.0,38900.0,2,5,30000.0,0,קטנים
2862,75031805.0,טויוטה,לנד קרוזר ארוך,260000.0,2982.0,2014,2,164000,6,05/2024,0.0,0.0,0,0.0,0,75,כפר אדומים,252100.0,250000.0,0,12,260000.0,0,ג'יפים
2863,48939772.0,קיה,פיקנטו,34000.0,1248.0,2014,3,165000,7,11/2023,0.0,0.0,8,0.0,0,75,אריאל,37100.0,43000.0,2,5,41000.0,0,קטנים
2864,66567818.0,ב.מ.וו,X5,110000.0,2979.0,2013,3,140000,7,08/2023,0.0,0.0,2,0.0,0,75,גבעת זאב,114300.0,99000.0,9,57,99000.0,0,ג'יפים
2865,75287653.0,טויוטה,היילקס 4X4,20000.0,2446.0,2001,4,500000,6,04/2023,0.0,0.0,0,1.0,0,75,אדם - גבע בנימין,36400.0,22000.0,0,119,22000.0,0,טנדרים
2867,82621269.0,סיטרואן,C5,22000.0,1598.0,2013,3,175000,7,09/2023,0.0,0.0,1,0.0,0,75,בית אריה / עופרים,28800.0,27000.0,20,384,27000.0,0,מנהלים
2868,41520870.0,וולוו,XC60,58000.0,1999.0,2012,3,133000,7,06/2023,0.0,0.0,1,0.0,0,75,ביתר עילית,54000.0,70000.0,22,32,55000.0,0,ג'יפים
2869,42816050.0,יונדאי,איוניק,95000.0,1580.0,2018,1,98000,7,03/2024,0.0,0.0,0,0.0,0,75,אריאל,84400.0,90000.0,1,24,91000.0,0,משפחתיים
2870,45865141.0,קיה,פיקנטו,26000.0,1248.0,2013,2,167000,7,07/2023,0.0,2.0,0,0.0,0,75,ביתר עילית,34000.0,-1.0,2,5,-1.0,1,קטנים
2871,57858718.0,סקודה,קודיאק,170000.0,1498.0,2020,1,60000,7,01/2024,0.0,2.0,0,0.0,0,75,אדם - גבע בנימין,178300.0,170000.0,3,4,209000.0,0,מיניוואנים
2872,79329272.0,רנו,מגאן דור 1 (1996-2004),7500.0,1598.0,2001,1,102500,7,01/2024,0.0,2.0,0,0.0,0,75,הר אדר,8000.0,7500.0,19,385,7500.0,0,משפחתיים
2873,44760303.0,יונדאי,i30CW,18000.0,1591.0,2010,6,165000,7,02/2024,0.0,0.0,3,0.0,0,75,ביתר עילית,17400.0,14500.0,1,63,14500.0,0,משפחתיים
2874,97855015.0,טויוטה,אוריס הייבריד,80000.0,1798.0,2016,2,70000,7,09/2023,0.0,0.0,3,0.0,0,75,מבוא חורון,63800.0,80000.0,0,58,-1.0,1,משפחתיים
2875,83851203.0,טסלה,מודל 3,180000.0,0.0,2021,2,11000,2,12/2023,0.0,0.0,4,0.0,0,75,גבעת זאב,217100.0,196000.0,21,13,-1.0,1,מנהלים
2876,44619191.0,קיה,פיקנטו,45000.0,1248.0,2016,2,128000,7,11/2023,0.0,0.0,2,0.0,0,75,חשמונאים,41000.0,39500.0,2,5,38000.0,0,קטנים
2877,63440958.0,פיאט,500X,44000.0,1368.0,2015,3,70000,7,09/2023,0.0,0.0,4,0.0,0,75,אריאל,50500.0,43000.0,23,379,31000.0,0,משפחתיים
2878,78621658.0,ניסאן,מיקרה,15500.0,1386.0,2008,3,102700,7,09/2023,0.0,0.0,3,0.0,0,75,אדם - גבע בנימין,12800.0,-1.0,5,34,-1.0,1,ספורט
2879,97190849.0,קיה,נירו הייבריד,115000.0,1580.0,2019,2,65,7,10/2024,0.0,1.0,0,0.0,0,75,גבעת זאב,107500.0,-1.0,2,25,-1.0,1,משפחתיים
2880,44350026.0,מאזדה,3,12500.0,1598.0,2008,4,265000,7,08/2023,0.0,1.0,8,0.0,0,75,גבעת זאב,11900.0,15000.0,6,11,22500.0,0,משפחתיים
2881,53759326.0,סובארו,B3 האצ'בק,10000.0,1498.0,2008,2,159000,7,10/2023,0.0,0.0,0,0.0,0,75,אלפי מנשה,12100.0,-1.0,18,263,-1.0,1,משפחתיים
2883,85724424.0,יונדאי,i25,32000.0,1396.0,2013,3,172000,7,02/2024,0.0,0.0,3,0.0,0,75,שערי תקווה,30900.0,33000.0,1,42,31000.0,0,משפחתיים
2884,51374908.0,קיה,קרניבל,200000.0,3470.0,2022,1,85000,7,02/2024,0.0,0.0,2,0.0,0,75,כוכב יעקב,304600.0,225000.0,2,164,225000.0,0,מיניוואנים
2885,69395012.0,מרצדס,E-Class,120000.0,1950.0,2018,2,214000,6,11/2023,4.0,6.0,0,0.0,0,75,אדם - גבע בנימין,152000.0,271200.0,7,55,276000.0,0,יוקרה
2886,94796385.0,סקודה,פאביה,28000.0,1197.0,2013,3,184000,7,03/2024,0.0,0.0,0,0.0,0,75,צופים,32900.0,26900.0,3,60,26900.0,0,קטנים
2887,81011734.0,שברולט,טראוורס,60000.0,3564.0,2013,1,176000,7,07/2023,0.0,0.0,2,0.0,0,75,אלקנה,63100.0,-1.0,8,33,-1.0,1,מיניוואנים
2888,63574043.0,ניסאן,פטרול,180000.0,2953.0,2008,3,335000,6,08/2023,0.0,0.0,3,0.0,0,75,בית אריה / עופרים,51400.0,180000.0,5,369,180000.0,0,ג'יפים
2889,93995686.0,הונדה,סיוויק האצ'בק החדשה,18000.0,1799.0,2010,3,238000,7,10/2023,0.0,0.0,2,0.0,0,75,בית חורון,27700.0,-1.0,17,46,-1.0,1,משפחתיים
2890,58443827.0,הונדה,סיוויק סדאן החדשה,22000.0,1799.0,2011,2,276500,7,01/2024,0.0,0.0,3,0.0,0,75,אורנית,26300.0,17000.0,17,41,27000.0,0,משפחתיים
2891,67193934.0,סיטרואן,C3,86000.0,1199.0,2021,2,22020,7,04/2024,0.0,0.0,0,0.0,0,75,עץ אפרים,87100.0,-1.0,20,184,-1.0,1,ספורט
2892,48226057.0,יונדאי,i25,70000.0,1591.0,2018,2,64900,7,03/2024,0.0,0.0,1,0.0,0,75,אורנית,61000.0,68000.0,1,42,-1.0,1,משפחתיים
2893,86715533.0,טויוטה,יאריס,9500.0,1299.0,2003,4,234000,7,03/2024,0.0,0.0,10,0.0,0,75,גבעת זאב,11900.0,9500.0,0,30,9500.0,0,קטנים
2894,77685845.0,טויוטה,קורולה,11500.0,1598.0,2005,3,230000,7,03/2024,0.0,0.0,22,0.0,0,75,מודיעין עילית,11600.0,11500.0,0,6,13000.0,0,משפחתיים
2895,99749303.0,סוזוקי,SX4,17000.0,1586.0,2010,6,197000,7,04/2024,0.0,2.0,3,0.0,0,75,מודיעין עילית,22100.0,13000.0,12,129,9000.0,0,משפחתיים
2896,49003979.0,יונדאי,טוסון,18000.0,1991.0,2005,3,250000,6,03/2024,0.0,0.0,3,0.0,0,75,אריאל,17900.0,13900.0,1,1,15500.0,0,ג'יפים
2897,84097082.0,מאזדה,CX-5,60000.0,1998.0,2013,1,144000,7,10/2023,0.0,0.0,0,0.0,0,75,כוכב השחר,63500.0,-1.0,6,7,-1.0,1,ג'יפים
2898,95467756.0,פולקסווגן,פאסאט,22000.0,1798.0,2008,2,137000,7,04/2024,0.0,0.0,0,0.0,0,75,אדם - גבע בנימין,18200.0,22000.0,13,93,22000.0,0,מנהלים
2899,93171100.0,טויוטה,פריוס פלאג-אין,136000.0,1798.0,2021,1,48000,3,01/2024,0.0,0.0,0,0.0,0,75,אריאל,128400.0,-1.0,0,361,-1.0,1,משפחתיים
2900,44610573.0,מאזדה,3,47000.0,1496.0,2015,2,169000,7,10/2023,0.0,0.0,0,0.0,0,75,גבעת זאב,50300.0,-1.0,6,11,-1.0,1,משפחתיים
2901,73794418.0,יונדאי,i10,35000.0,998.0,2015,1,177000,7,07/2024,0.0,0.0,1,1.0,0,75,נופים,31300.0,-1.0,1,17,-1.0,1,קטנים
2902,76165444.0,קיה,פיקנטו,60000.0,1197.0,2018,2,40000,7,02/2024,0.0,0.0,0,0.0,0,75,אריאל,60600.0,65900.0,2,5,69000.0,0,קטנים
2903,93270719.0,דייהטסו,סיריון,14000.0,1298.0,2006,3,109000,7,07/2023,0.0,0.0,13,0.0,0,75,מודיעין עילית,11000.0,14000.0,36,133,14000.0,0,קטנים
2904,66221649.0,איסוזו,איפון 4X4,19000.0,2499.0,2001,2,326000,6,07/2023,0.0,0.0,0,1.0,0,75,כוכב השחר,10200.0,25000.0,30,368,25000.0,0,טנדרים
2905,98123832.0,פיג'ו,207,10500.0,1598.0,2010,3,136220,7,04/2024,0.0,0.0,2,0.0,0,75,ביתר עילית,11300.0,10500.0,14,172,10500.0,0,ספורט
2906,58534982.0,טויוטה,קורולה,17900.0,1598.0,2008,7,197000,7,03/2024,0.0,0.0,2,3.0,0,75,ביתר עילית,16100.0,16000.0,0,6,18500.0,0,משפחתיים
2907,71470207.0,אופל,זאפירה,19000.0,1364.0,2012,3,194000,7,06/2023,0.0,0.0,2,0.0,0,75,ביתר עילית,31600.0,-1.0,24,249,-1.0,1,מיניוואנים
2908,61963921.0,קיה,פיקנטו,41500.0,1248.0,2014,2,134000,7,08/2023,0.0,0.0,0,0.0,0,75,מודיעין עילית,39100.0,36000.0,2,5,21000.0,0,קטנים
2909,95834353.0,יונדאי,איוניק,97000.0,1580.0,2019,2,89000,7,01/2024,0.0,1.0,0,0.0,0,75,ביתר עילית,91000.0,95000.0,1,24,84000.0,0,משפחתיים
2910,85973554.0,מיצובישי,אאוטלנדר,105000.0,1998.0,2018,1,103000,7,05/2023,0.0,1.0,2,0.0,0,75,תקוע,116100.0,69000.0,4,0,125000.0,0,ג'יפים
2911,93576391.0,סיאט,טולדו,33500.0,1598.0,2014,2,166000,6,10/2023,0.0,0.0,2,0.0,0,75,סוסיה,27000.0,33500.0,15,239,33500.0,0,משפחתיים
2912,78525457.0,מרצדס,E-Class,34000.0,2143.0,2010,2,380000,6,04/2023,0.0,4.0,2,0.0,0,75,תקוע,35000.0,34000.0,7,55,34000.0,0,יוקרה
2913,63769257.0,איסוזו,טרופר קצר,27000.0,2999.0,2001,3,280000,6,05/2023,0.0,0.0,7,0.0,0,75,ברקן,13800.0,27000.0,30,317,27000.0,0,ג'יפים
2914,79999873.0,סקודה,סופרב (עד 2019),36000.0,1798.0,2013,3,207000,7,02/2024,0.0,0.0,1,0.0,0,75,בית אריה / עופרים,37400.0,19900.0,3,27,29000.0,0,מנהלים
2916,95636700.0,סיטרואן,ברלינגו דור 2 (2008-2019),45000.0,1560.0,2016,1,200000,6,03/2024,0.0,9.0,0,1.0,0,75,אריאל,41900.0,60000.0,20,59,50000.0,0,מסחריים
2917,45757306.0,סיאט,איביזה,53000.0,999.0,2017,2,135000,7,03/2023,0.0,0.0,0,1.0,0,75,עלי זהב,58100.0,64000.0,15,15,66000.0,0,ספורט
2918,92974507.0,פיג'ו,2008,97000.0,1199.0,2021,1,50000,7,03/2024,0.0,0.0,2,0.0,0,75,אריאל,102000.0,-1.0,14,76,-1.0,1,משפחתיים
2919,43623817.0,שברולט,טראוורס,94500.0,3564.0,2017,3,169000,7,03/2024,0.0,2.0,3,0.0,0,75,מודיעין עילית,98200.0,57000.0,8,33,93500.0,0,מיניוואנים
2920,67512010.0,רנו,קליאו דור 4 (2013-2019),17900.0,1149.0,2014,2,123000,7,09/2023,0.0,0.0,2,1.0,0,75,מודיעין עילית,19300.0,17900.0,19,105,17900.0,0,קטנים
2921,74375859.0,פיג'ו,308,11000.0,1598.0,2011,2,180000,7,06/2023,0.0,0.0,2,0.0,0,75,שערי תקווה,11900.0,11000.0,14,245,11000.0,0,ספורט
2922,72898273.0,ניסאן,אקס טרייל,128000.0,1598.0,2018,1,70000,6,10/2023,0.0,0.0,0,0.0,0,75,ברקן,115900.0,-1.0,5,8,-1.0,1,מיניוואנים
2923,44207336.0,קיה,סיד / CEED,25500.0,1582.0,2015,2,350000,6,09/2023,0.0,4.0,0,1.0,0,75,מודיעין עילית,29200.0,18000.0,2,116,30000.0,0,משפחתיים
